Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,1st phase—general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Technicians & Professionals,Yes,No,No,Yes,Male,Yes,-0.6391059087721851,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,0.10037481318626838,No,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.09264850437821012
Single,1st phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,Yes,Yes,Male,No,-0.6391059087721851,No,0,5,8,5,11.2,0,0,5,10,4,10.75,3,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-0.02389371586518287,0.9999999998,0.79999999984,-0.013627502065671829
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Armed Forces,No,No,No,Yes,Male,No,0.6549853546551084,No,0,6,7,6,12.0,0,0,6,8,5,10.8,0,0.4256954122332026,3.7,-0.7498720732409514,Enrolled,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.27313868059143026
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,9,0,0.0,0,0,5,5,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Machine Operators,Administrative Staff,No,No,No,Yes,Male,No,0.28524499367588174,No,0,7,8,7,11.975,0,0,8,8,8,13.75,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.756255660894078
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Armed Forces,Yes,No,No,Yes,Male,No,-0.6391059087721851,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-0.862828628464935,0.49999999991666666,0.16666666663888888,0.2574175066167869
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-0.02389371586518287,0.9999999998333333,0.49999999991666666,0.14207920504978297
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,Yes,Yes,Male,No,-0.8239760892617984,No,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.5272546634250341,0.59999999988,0.59999999988,0.3233251075122174
Single,3rd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,Yes,-0.26936554779295835,No,0,6,8,4,10.5,0,0,6,11,1,11.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-0.6950416459449846,0.6666666665555555,0.16666666663888888,0.3150866574002886
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,Yes,No,Yes,Yes,Male,Yes,-0.6391059087721851,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.026740903482779646
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Male,Yes,-0.08449536730334498,No,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.21567602604968095
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,1.949076618082402,No,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.02674090348277903
Single,1st phase—general contingent,6,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,8,5,12.2,0,0,6,7,5,12.2,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.14207920504978297
Single,Over 23 years old,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Male,No,2.1339467985720155,No,0,1,1,0,0.0,1,0,5,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,1,Agronomy,Daytime,Higher education—master’s degree,Portuguese,Higher Education Degree,Higher Education Degree,Administrative Staff,Scientific Specialists,No,No,Yes,Yes,Male,No,0.28524499367588174,No,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,1.1506151617744702,0.49999999995833333,0.8333333332638889,0.5342294303775962
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,0.4256954122332026,3.7,-0.7498720732409514,Enrolled,-0.1916806983851333,0.9999999998,0.59999999988,-0.0885973980842243
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,1.949076618082402,No,0,6,7,6,11.0,0,0,6,11,5,11.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.14207920504978297
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.08449536730334498,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,No,No,Yes,Female,Yes,0.4701151741654951,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-0.02389371586518287,0.79999999984,0.9999999998,0.5226956002208952
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Student,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.3266204875569889
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,0.10037481318626838,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,-0.17500679380951956,0.6,0.8891263042772198,Enrolled,-0.02389371586518287,0.79999999984,0.9999999998,0.07287622410958097
Single,Change in course,2,Informatics Engineering,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,Yes,Yes,Male,No,-0.8239760892617984,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Enrolled,-1.198402593504836,0.39999999992,0.0,-3.3180698419603294
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,No,No,No,Yes,Male,No,0.28524499367588174,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Female,No,-0.26936554779295835,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.030928247300722637
Single,International student (bachelor),1,Equiniculture,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,0.6549853546551084,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,-1.198402593504836,0.33333333327777775,0.0,-4.010099651362352
Married,Over 23 years old,1,Basic Education,Daytime,11th year—not completed,Portuguese,Administration & Commerce course,Unknown,Student,Student,No,No,No,Yes,Female,No,2.1339467985720155,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-1.0306156109848854,0.49999999991666666,0.0,-4.240776254496359
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.999999999875,0.9999999998333333,0.3006693697044133
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,Santomean,Accounting & Admin course,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,No,No,Yes,Male,No,-0.6391059087721851,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,-0.1916806983851333,0.9999999998,0.59999999988,-0.11743197347597545
Single,1st phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.026740903482779646
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.3939011634710751
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Unskilled Workers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,0.4256954122332026,3.7,-0.7498720732409514,Enrolled,0.14389326665476757,0.9999999998,0.9999999998,0.003673243169378978
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,Yes,No,Female,No,-0.6391059087721851,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Dropout,-0.862828628464935,0.5714285713469388,0.0,-3.9962590551743116
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,-0.26936554779295835,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,0.6472542142146189,0.79999999992,0.5555555554938272,0.323737030017814
Single,1st phase—general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,2.1339467985720155,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Divorced,Over 23 years old,1,Agronomy,Daytime,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,1.476924272807967,2.8,-1.7896667428492534,Graduate,3.667419899573727,0.9999999999444444,0.9999999999230769,0.0033930691574750997
Single,3rd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-0.17500679380951956,0.6,0.8891263042772198,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Change in institution/course,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Machine Operators,No,No,Yes,Yes,Female,No,-0.4542357282825717,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,1.9895500743742225,0.9999999999,0.9999999999090909,-0.10956799836913467
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-0.1916806983851333,0.6666666665555555,0.6666666665555555,-0.18663495441617745
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Master’s Degree,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,0.311680249174718,0.8571428570204082,0.7142857141836735,-0.1924018694945273
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,1.7397314879516577,0.3,-0.40621112311617363,Enrolled,-0.02389371586518287,0.8571428570204082,0.4285714285102041,0.6034324113177981
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.5375248104223671
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,-0.5272546634250341,0.59999999988,0.59999999988,-0.5499506043522395
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.14389326665476757,0.9999999998,0.9999999998,-0.06552973777082363
